valid_time,latitude,longitude,number,expver,t2m,sp,crr,lsrr,ptype,u100,v100,cbh
2004-03-01,25.74,80.18,0,0001,291.1665,99719.625,0.0,0.0,0.0,4.8929977,-6.148554,
2004-03-02,25.74,80.18,0,0001,288.68652,99645.94,0.0,0.0,0.0,5.7666864,-4.9286118,
2004-03-03,25.74,80.18,0,0001,287.6975,99637.31,0.0,0.0,0.0,7.140957,-1.8386965,
2004-03-04,25.74,80.18,0,0001,288.12817,99706.44,0.0,0.0,0.0,5.3346043,-1.8061876,
2004-03-05,25.74,80.18,0,0001,288.94702,99600.69,0.0,0.0,0.0,3.1029835,-1.5598497,
2004-03-06,25.74,80.18,0,0001,289.51782,99584.81,0.0,0.0,0.0,3.0417013,-2.7118502,7697.8594
2004-03-07,25.74,80.18,0,0001,290.8152,99602.69,0.0,0.0,0.0,6.480506,1.9086552,
2004-03-08,25.74,80.18,0,0001,289.91943,100191.0,0.0,0.0,0.0,-6.069907,0.9010961,
2004-03-09,25.74,80.18,0,0001,291.37915,100386.94,0.0,0.0,0.0,-6.6033363,1.9093437,
2004-03-10,25.74,80.18,0,0001,289.34985,99872.69,0.0,0.0,0.0,-2.651641,1.2718859,
2004-03-11,25.74,80.18,0,0001,290.7578,99631.56,0.0,0.0,0.0,-3.3365421,3.963644,
2004-03-12,25.74,80.18,0,0001,292.5188,99757.0,0.0,0.0,0.0,-3.1963425,3.2694016,
2004-03-13,25.74,80.18,0,0001,292.9048,99787.625,0.0,0.0,0.0,0.16523993,3.6528015,
2004-03-14,25.74,80.18,0,0001,294.74365,99768.44,0.0,0.0,0.0,-1.5027304,1.1273775,
2004-03-15,25.74,80.18,0,0001,292.8247,99631.875,0.0,0.0,0.0,2.8431883,0.25860012,
2004-03-16,25.74,80.18,0,0001,292.95947,99415.19,0.0,0.0,0.0,4.0740814,0.3569426,
2004-03-17,25.74,80.18,0,0001,295.3684,99237.75,0.0,0.0,0.0,5.0384665,-3.6134195,
2004-03-18,25.74,80.18,0,0001,293.47534,99390.0,0.0,0.0,0.0,0.88537794,0.7646269,
2004-03-19,25.74,80.18,0,0001,293.6599,99334.56,0.0,0.0,0.0,4.578306,-2.0452776,
2004-03-20,25.74,80.18,0,0001,295.7439,98961.94,0.0,0.0,0.0,6.760603,-1.8771725,
2004-03-21,25.74,80.18,0,0001,291.30518,99031.44,0.0,0.0,0.0,2.6942797,0.058333844,
2004-03-22,25.74,80.18,0,0001,295.13232,99007.25,0.0,0.0,0.0,2.4294634,1.3855247,
2004-03-23,25.74,80.18,0,0001,297.1267,98933.375,0.0,0.0,0.0,6.161665,1.5126543,
2004-03-24,25.74,80.18,0,0001,296.00806,99026.625,0.0,0.0,0.0,4.54758,1.8741674,
2004-03-25,25.74,80.18,0,0001,293.71924,99061.69,0.0,0.0,0.0,3.1521635,0.79377246,
2004-03-26,25.74,80.18,0,0001,295.761,99119.19,0.0,0.0,0.0,-0.3408146,1.9844398,4230.9844
2004-03-27,25.74,80.18,0,0001,293.4016,99343.06,0.0,0.0,0.0,2.8382273,-0.94610834,4177.0977
2004-03-28,25.74,80.18,0,0001,295.02588,99525.125,0.0,0.0,0.0,-0.051414475,-4.995949,
2004-03-29,25.74,80.18,0,0001,293.8186,99437.0,0.0,0.0,0.0,2.496643,-0.55704814,9691.922
2004-03-30,25.74,80.18,0,0001,295.3506,99352.81,0.0,0.0,0.0,0.9503728,-1.7272625,
2004-03-31,25.74,80.18,0,0001,295.3269,99347.56,0.0,0.0,0.0,-1.8340473,3.1045256,4495.547
2004-04-01,25.74,80.18,0,0001,293.20898,99455.125,0.0,0.0,0.0,-1.4320068,5.2412424,8693.121
2004-04-02,25.74,80.18,0,0001,295.1919,99494.81,0.0,0.0,0.0,-1.6138601,4.466342,4409.707
2004-04-03,25.74,80.18,0,0001,296.33472,99326.5,0.0,0.0,0.0,-0.7790835,3.676055,
2004-04-04,25.74,80.18,0,0001,298.86084,99495.125,0.0,0.0,0.0,-0.758556,-0.23013735,
2004-04-05,25.74,80.18,0,0001,297.0923,99300.31,0.0,0.0,0.0,1.5052128,0.37901628,
2004-04-06,25.74,80.18,0,0001,299.38403,99323.56,0.0,0.0,0.0,3.0819921,0.73619336,4259.371
2004-04-07,25.74,80.18,0,0001,297.19458,99039.94,0.0,0.0,0.0,1.9918509,4.298195,4764.7695
2004-04-08,25.74,80.18,0,0001,297.1333,99093.25,0.0,0.0,0.0,-4.7438707,2.4086647,
2004-04-09,25.74,80.18,0,0001,297.46387,98887.0,0.0,0.0,0.0,-4.732642,3.387824,
2004-04-10,25.74,80.18,0,0001,297.823,98967.0,0.0,0.0,0.0,-1.1975975,1.7506199,3781.0938
2004-04-11,25.74,80.18,0,0001,298.08398,99060.94,0.0,0.0,0.0,2.0433598,2.7640123,
2004-04-12,25.74,80.18,0,0001,298.79346,99000.69,0.0,0.0,0.0,5.2934895,-0.58389425,
2004-04-13,25.74,80.18,0,0001,300.19775,98680.375,0.0,0.0,0.0,6.800808,0.68453974,
2004-04-14,25.74,80.18,0,0001,301.04272,98539.5,0.0,0.0,0.0,8.967612,0.6489086,11709.398
2004-04-15,25.74,80.18,0,0001,302.45435,98480.69,0.0,0.0,0.0,9.642253,0.9279909,10509.613
2004-04-16,25.74,80.18,0,0001,303.0913,98562.94,0.0,0.0,0.0,9.943765,-1.2959232,
2004-04-17,25.74,80.18,0,0001,302.89746,98499.0,0.0,0.0,0.0,8.261344,-0.13915521,
2004-04-18,25.74,80.18,0,0001,302.06763,98601.56,0.0,0.0,0.0,8.416111,-1.0906649,
2004-04-19,25.74,80.18,0,0001,298.5327,98734.31,0.0,0.0,0.0,2.4289007,3.5455704,
2004-04-20,25.74,80.18,0,0001,300.3313,99286.125,0.0,0.0,0.0,-7.4741554,2.9417295,
2004-04-21,25.74,80.18,0,0001,301.9563,99207.5,0.0,0.0,0.0,-5.5400915,3.3555183,4514.785
2004-04-22,25.74,80.18,0,0001,300.73267,98822.56,0.0,0.0,0.0,-5.2642775,1.6329441,4231.7305
2004-04-23,25.74,80.18,0,0001,297.71094,98936.81,0.0,0.0,0.0,-3.1597443,-5.0082607,
2004-04-24,25.74,80.18,0,0001,295.6062,99146.75,0.0,0.0,0.0,-2.078722,2.837823,
2004-04-25,25.74,80.18,0,0001,294.7881,99397.125,0.0,0.0,0.0,-3.8810167,0.25016075,
2004-04-26,25.74,80.18,0,0001,296.13647,99436.625,0.0,0.0,0.0,-6.020648,0.62699467,7405.4727
2004-04-27,25.74,80.18,0,0001,296.69678,99302.69,0.0,0.0,0.0,-4.5326347,3.2445507,
2004-04-28,25.74,80.18,0,0001,299.4475,99005.19,0.0,0.0,0.0,-4.399088,4.6003942,
2004-04-29,25.74,80.18,0,0001,299.28516,98921.125,0.0,0.0,0.0,-7.9887085,2.4430075,4705.414
2004-04-30,25.74,80.18,0,0001,299.43164,98836.75,0.0,0.0,0.0,-6.273278,0.6491704,
2004-05-01,25.74,80.18,0,0001,296.05737,99119.125,0.0,0.0,0.0,-3.303564,-6.694165,4795.3516
2004-05-02,25.74,80.18,0,0001,295.64062,99394.94,0.0,0.0,0.0,-0.12304479,-5.508127,
2004-05-03,25.74,80.18,0,0001,294.604,99328.44,0.0,0.0,0.0,0.9376114,-2.6570988,
2004-05-04,25.74,80.18,0,0001,295.05127,99221.19,0.0,0.0,0.0,-1.2694817,1.6681643,
2004-05-05,25.74,80.18,0,0001,297.22412,99043.625,0.0,0.0,0.0,-2.930647,1.6071367,
2004-05-06,25.74,80.18,0,0001,297.6692,98977.5,0.0,0.0,0.0,-2.90281,-0.4913773,
2004-05-07,25.74,80.18,0,0001,300.8423,99079.31,0.0,0.0,0.0,-6.651698,2.1943893,
2004-05-08,25.74,80.18,0,0001,304.60718,98929.75,0.0,0.0,0.0,-4.0340767,1.730506,5894.4336
2004-05-09,25.74,80.18,0,0001,303.53467,98860.19,0.0,0.0,0.0,6.3687973,0.87649107,5243.711
2004-05-10,25.74,80.18,0,0001,304.5027,98752.75,0.0,0.0,0.0,7.1628532,2.5692673,4877.2305
2004-05-11,25.74,80.18,0,0001,302.43896,98648.75,0.0,0.0,0.0,6.1940603,1.0990839,
2004-05-12,25.74,80.18,0,0001,305.67188,98433.06,0.0,0.0,0.0,6.7197657,-2.205532,5185.5273
2004-05-13,25.74,80.18,0,0001,302.9475,98470.75,0.0,0.0,0.0,7.687604,-0.27443182,4191.09
2004-05-14,25.74,80.18,0,0001,303.7649,98482.0,0.0,0.0,0.0,7.307231,1.3715277,
2004-05-15,25.74,80.18,0,0001,305.51,98397.56,0.0,0.0,0.0,7.25045,0.46904343,
2004-05-16,25.74,80.18,0,0001,304.68726,98464.81,0.0,0.0,0.0,5.1549854,0.17576385,
2004-05-17,25.74,80.18,0,0001,305.08252,98413.56,0.0,0.0,0.0,4.411481,-2.537324,4917.676
2004-05-18,25.74,80.18,0,0001,303.97583,98269.375,0.0,0.0,0.0,4.218667,-3.6466904,4867.168
2004-05-19,25.74,80.18,0,0001,308.36743,97907.69,0.0,0.0,0.0,9.898805,-0.78515077,4286.535
2004-05-20,25.74,80.18,0,0001,308.5547,97910.31,0.0,0.0,0.0,11.450578,1.4882727,4373.672
2004-05-21,25.74,80.18,0,0001,307.86255,98107.75,0.0,0.0,0.0,10.246683,0.5455066,
2004-05-22,25.74,80.18,0,0001,306.96875,98059.625,0.0,0.0,0.0,8.409465,0.101436436,
2004-05-23,25.74,80.18,0,0001,302.25,98330.375,0.0,0.0,0.0,-0.8674675,2.8905306,
2004-05-24,25.74,80.18,0,0001,304.06494,98579.625,0.0,0.0,0.0,-7.067115,-1.782237,4201.6523
2004-05-25,25.74,80.18,0,0001,301.60547,98835.5,0.0,0.0,0.0,-3.954548,2.482297,4035.777
2004-05-26,25.74,80.18,0,0001,301.7837,98968.5,0.0,0.0,0.0,-2.9976873,-3.269805,
2004-05-27,25.74,80.18,0,0001,301.44653,99053.375,0.0,0.0,0.0,-3.5433607,3.740797,3407.7488
2004-05-28,25.74,80.18,0,0001,299.99976,99306.31,0.0,0.0,0.0,-2.451148,-3.0092173,4680.992
2004-05-29,25.74,80.18,0,0001,302.1277,99013.56,0.0,0.0,0.0,-0.5565686,3.4514046,
2004-05-30,25.74,80.18,0,0001,302.57666,98860.625,0.0,0.0,0.0,-0.52562696,3.6653242,
2004-05-31,25.74,80.18,0,0001,303.6482,98795.5,0.0,0.0,0.0,-2.9783611,2.8547802,
2004-06-01,25.74,80.18,0,0001,303.30176,98755.75,0.0,0.0,0.0,-4.2987585,1.4621363,
2004-06-02,25.74,80.18,0,0001,304.2124,98798.875,0.0,0.0,0.0,-7.2361917,0.31396693,
2004-06-03,25.74,80.18,0,0001,302.5586,98712.75,0.0,0.0,0.0,1.7911243,1.8611393,4293.7773
2004-06-04,25.74,80.18,0,0001,302.7666,98405.31,0.0,0.0,0.0,0.6978735,2.569807,5311.703
2004-06-05,25.74,80.18,0,0001,302.62622,98697.75,0.0,0.0,0.0,-6.9748507,0.6423141,4306.0625
2004-06-06,25.74,80.18,0,0001,302.8811,98700.31,0.0,0.0,0.0,-6.064274,1.9825296,3723.2751
2004-06-07,25.74,80.18,0,0001,301.8733,98838.25,0.0,0.0,0.0,-4.7918234,2.080988,4098.8125
2004-06-08,25.74,80.18,0,0001,301.97852,98812.875,0.0,0.0,0.0,-6.364381,1.6924181,
2004-06-09,25.74,80.18,0,0001,301.4016,99055.75,0.0,0.0,0.0,-2.2267475,0.104320586,4490.6484
2004-06-10,25.74,80.18,0,0001,301.46655,98950.0,6.253793e-05,1.628224e-07,0.0,-1.133091,0.04128377,2362.0762
2004-06-11,25.74,80.18,0,0001,302.10303,98828.875,2.6927955e-05,0.0,0.0,-2.8956661,-0.75436485,1698.7551
2004-06-12,25.74,80.18,0,0001,300.48853,98858.19,3.2413373e-05,9.70578e-06,1.0,-4.541374,-0.4208017,462.72412
2004-06-13,25.74,80.18,0,0001,301.03027,98687.625,0.0,3.3381443e-08,0.0,-6.1858883,-0.5959268,621.96216
2004-06-14,25.74,80.18,0,0001,301.5525,98474.69,3.8170338e-08,1.0056681e-07,0.0,-6.049691,-3.627821,817.7534
2004-06-15,25.74,80.18,0,0001,301.5381,98202.69,3.389051e-05,7.995984e-06,1.0,-8.660238,-4.6721535,777.14233
2004-06-16,25.74,80.18,0,0001,298.6714,97759.69,1.3761894e-05,0.00024839188,1.0,-7.8317976,2.9155426,103.9612
2004-06-17,25.74,80.18,0,0001,298.5979,97571.875,1.1870816e-06,0.00034140237,1.0,-0.94098055,5.6867256,340.0193
2004-06-18,25.74,80.18,0,0001,299.3943,97828.19,4.68184e-05,1.0352082e-05,1.0,5.7883797,-3.1590729,284.57104
2004-06-19,25.74,80.18,0,0001,297.80615,97987.94,5.2393225e-06,5.9218277e-05,1.0,11.091469,-1.3390913,208.5072
2004-06-20,25.74,80.18,0,0001,299.82178,98189.69,0.0,0.0,0.0,-0.17396963,3.6370144,1846.3315
2004-06-21,25.74,80.18,0,0001,303.9375,98275.25,0.0,0.0,0.0,9.698197,1.3374443,2453.0774
2004-06-22,25.74,80.18,0,0001,304.31836,98451.81,0.0,0.0,0.0,9.146467,1.9008284,1849.3848
2004-06-23,25.74,80.18,0,0001,304.23828,98385.19,0.0,0.0,0.0,10.412323,1.2023706,1827.2808
2004-06-24,25.74,80.18,0,0001,304.63232,98280.625,0.0,0.0,0.0,9.830707,1.2640305,1978.1846
2004-06-25,25.74,80.18,0,0001,302.61743,98582.375,0.0,0.0,0.0,6.7766743,-0.011998888,2570.5464
2004-06-26,25.74,80.18,0,0001,302.01855,98627.44,0.0,0.0,0.0,4.1262226,3.597517,2490.9456
2004-06-27,25.74,80.18,0,0001,300.71118,98779.625,0.0,0.0,0.0,5.783745,-1.832819,2058.8057
2004-06-28,25.74,80.18,0,0001,302.04614,98727.375,0.0,0.0,0.0,5.391079,0.91071934,1539.8828
2004-06-29,25.74,80.18,0,0001,303.54565,98626.875,0.0,0.0,0.0,5.926468,-0.12801915,1722.0476
2004-06-30,25.74,80.18,0,0001,304.5244,98392.875,0.0,0.0,0.0,7.3085365,-0.015860211,4694.6094
2004-07-01,25.74,80.18,0,0001,305.91772,98414.19,0.0,0.0,0.0,6.816557,3.315054,2877.758
2004-07-02,25.74,80.18,0,0001,304.18237,98468.19,0.0,0.0,0.0,5.6160393,2.825428,2798.6636
2004-07-03,25.74,80.18,0,0001,302.76294,98397.44,0.0,0.0,0.0,1.3089685,1.5052404,2778.643
2004-07-04,25.74,80.18,0,0001,300.76318,98668.69,0.00020435394,1.7422528e-05,1.0,-4.612376,-1.9602308,304.86084
2004-07-05,25.74,80.18,0,0001,301.52295,98602.875,1.9549552e-06,1.6287086e-05,1.0,-3.9812174,-0.15745747,918.33887
2004-07-06,25.74,80.18,0,0001,300.8606,98593.19,0.000544237,2.407415e-05,1.0,-0.33102763,1.3574791,523.3574
2004-07-07,25.74,80.18,0,0001,299.5962,98545.19,0.0011015872,6.0945284e-05,1.0,5.9470215,-0.4118693,251.29478
2004-07-08,25.74,80.18,0,0001,298.82886,98655.44,3.1600124e-05,0.00052916165,1.0,8.577803,2.2733345,1897.425
2004-07-09,25.74,80.18,0,0001,301.17944,98626.875,0.0,0.0,0.0,8.4597845,2.719201,1623.573
2004-07-10,25.74,80.18,0,0001,302.16992,98418.94,0.0,0.0,0.0,7.9956884,4.5226154,1940.2266
2004-07-11,25.74,80.18,0,0001,301.8518,98450.56,0.0,0.0,0.0,7.5836353,3.484476,2586.814
2004-07-12,25.74,80.18,0,0001,302.39746,98507.56,0.0,0.0,0.0,4.947075,2.5818253,1855.2078
2004-07-13,25.74,80.18,0,0001,301.9087,98499.5,2.5436646e-05,0.0,0.0,3.7439928,2.1937284,1963.1633
2004-07-14,25.74,80.18,0,0001,300.7002,98521.75,8.1038934e-08,8.1038934e-08,1.0,-3.913293,-0.2473597,1975.363
2004-07-15,25.74,80.18,0,0001,301.29272,98376.69,4.7010006e-05,1.3542103e-06,1.0,-2.4698172,-0.9227285,2038.666
2004-07-16,25.74,80.18,0,0001,301.02344,98574.375,0.0,3.0322853e-06,1.0,-5.084711,-0.99407357,790.40454
2004-07-17,25.74,80.18,0,0001,300.80298,98569.06,3.3607736e-05,2.8804316e-06,1.0,-1.7918043,-2.0400295,295.59863
2004-07-18,25.74,80.18,0,0001,299.20435,98495.44,0.00043944526,5.0228773e-05,1.0,6.575119,0.80044085,283.37354
2004-07-19,25.74,80.18,0,0001,301.00464,98399.81,2.12148e-06,1.4366684e-08,0.0,8.710568,1.6829128,1793.0764
2004-07-20,25.74,80.18,0,0001,300.7312,98397.06,0.0,0.0,0.0,7.5569353,3.266222,1813.4175
2004-07-21,25.74,80.18,0,0001,301.98535,98368.44,0.0,0.0,0.0,7.8234005,2.544053,2402.3232
2004-07-22,25.74,80.18,0,0001,302.26465,98505.125,0.0,0.0,0.0,7.221545,1.6126757,2745.2866
2004-07-23,25.74,80.18,0,0001,301.53833,98776.94,0.0,0.0,0.0,3.6234179,-2.455535,2031.9656
2004-07-24,25.74,80.18,0,0001,301.63672,98631.81,1.0952204e-05,3.5127072e-05,1.0,-4.706539,-0.27286124,1054.1846
2004-07-25,25.74,80.18,0,0001,300.7212,98658.69,0.00050567393,1.4674321e-05,1.0,-3.257557,-2.9901333,505.08813
2004-07-26,25.74,80.18,0,0001,300.469,98606.56,0.0008913956,3.452311e-06,1.0,-2.5779562,0.4174497,538.5237
2004-07-27,25.74,80.18,0,0001,300.34473,98490.19,2.6742846e-06,1.6207787e-07,1.0,-0.4946792,-0.63055193,769.85913
2004-07-28,25.74,80.18,0,0001,300.0581,98545.25,5.3080512e-05,1.3352576e-07,1.0,-0.61761796,-1.8587065,295.43726
2004-07-29,25.74,80.18,0,0001,299.99194,98585.625,7.87099e-06,9.680716e-07,1.0,-5.7326975,-2.1902676,313.6748
2004-07-30,25.74,80.18,0,0001,301.00635,98666.81,0.0,0.0,0.0,-6.6243153,-0.96000856,460.4536
2004-07-31,25.74,80.18,0,0001,300.68042,98553.25,3.3004297e-05,2.766293e-07,1.0,-6.1469774,0.5222126,240.69258
2004-08-01,25.74,80.18,0,0001,300.27173,98423.625,5.790176e-06,1.367187e-05,1.0,-1.8902187,1.7565584,431.53174
2004-08-02,25.74,80.18,0,0001,299.7771,98277.81,0.0,0.0,0.0,-1.576148,2.4434795,415.14868
2004-08-03,25.74,80.18,0,0001,299.84814,98401.56,0.000120582816,2.1206506e-05,1.0,-4.1743135,-0.30385697,880.6946
2004-08-04,25.74,80.18,0,0001,300.1316,98230.94,0.0,3.241558e-07,1.0,-6.6032476,-1.4483232,2257.9636
2004-08-05,25.74,80.18,0,0001,301.16748,98252.19,2.5603576e-06,1.7492799e-05,1.0,-7.5968847,-1.3967333,437.45483
2004-08-06,25.74,80.18,0,0001,299.96582,98386.25,7.842807e-05,1.0557233e-05,1.0,-7.186507,-0.4961108,530.1836
2004-08-07,25.74,80.18,0,0001,299.96338,98415.06,1.3296283e-05,5.3888783e-05,1.0,-4.28804,-1.3366528,569.6194
2004-08-08,25.74,80.18,0,0001,300.07104,98486.875,3.973959e-06,2.7296704e-07,1.0,-1.9031506,-1.3171806,240.53859
2004-08-09,25.74,80.18,0,0001,300.0078,98414.56,5.213138e-06,6.208379e-06,1.0,-2.7185698,-2.9205265,208.32425
2004-08-10,25.74,80.18,0,0001,299.55518,98489.625,0.0002997492,6.4766384e-05,1.0,0.36787397,-1.9115057,247.24321
2004-08-11,25.74,80.18,0,0001,299.4834,98511.625,3.1188083e-06,6.8024156e-06,1.0,-0.29529595,-0.3793459,167.0836
2004-08-12,25.74,80.18,0,0001,300.05078,98498.56,0.0,9.577789e-09,0.0,-3.4548225,-0.2875244,530.77466
2004-08-13,25.74,80.18,0,0001,299.7273,98589.69,8.808944e-05,8.054615e-06,1.0,-4.4105206,0.090027094,437.70166
2004-08-14,25.74,80.18,0,0001,299.92627,98584.75,2.0933103e-06,4.6740018e-07,1.0,-3.5530214,-3.4130802,711.8799
2004-08-15,25.74,80.18,0,0001,299.74463,98401.69,2.1549873e-05,1.3832969e-06,1.0,-6.780137,-2.3412476,231.54256
2004-08-16,25.74,80.18,0,0001,301.05273,98429.375,4.7888946e-09,0.0,1.0,-4.418483,2.7712126,439.36792
2004-08-17,25.74,80.18,0,0001,300.24512,98676.81,0.0,0.0,1.0,-1.5234766,3.5762434,507.06934
2004-08-18,25.74,80.18,0,0001,300.36646,98871.625,0.0,0.0,0.0,3.194271,2.0959702,372.4734
2004-08-19,25.74,80.18,0,0001,299.19556,98699.0,3.2948912e-05,4.739313e-05,1.0,5.0516796,-2.138112,172.79704
2004-08-20,25.74,80.18,0,0001,299.18628,98536.5,5.2326403e-05,2.1083353e-05,1.0,4.8935127,-3.441557,302.1228
2004-08-21,25.74,80.18,0,0001,298.89575,98677.125,6.405247e-05,0.00019771069,1.0,-0.31044787,-2.8119946,129.76479
2004-08-22,25.74,80.18,0,0001,299.75806,98596.75,1.6642016e-06,5.4364045e-07,1.0,-5.7547026,-3.2457657,150.68887
2004-08-23,25.74,80.18,0,0001,299.4309,98653.0,0.0,3.8170338e-08,1.0,-6.967394,0.6392462,1815.758
2004-08-24,25.74,80.18,0,0001,299.66748,98728.06,3.3381443e-08,2.7649827e-07,1.0,-1.974062,5.231554,793.02686
2004-08-25,25.74,80.18,0,0001,299.75464,98759.875,0.0,6.8740346e-06,1.0,0.84415007,4.8045664,726.37036
2004-08-26,25.74,80.18,0,0001,299.62744,98633.875,4.7017937e-05,2.3610686e-05,1.0,6.0566053,2.4173546,584.1699
2004-08-27,25.74,80.18,0,0001,299.42896,98623.94,2.185216e-05,1.8766223e-05,1.0,7.060932,0.9417717,586.9553
2004-08-28,25.74,80.18,0,0001,299.99146,98632.56,0.0,0.0,1.0,7.3401823,0.6129242,1300.1226
2004-08-29,25.74,80.18,0,0001,300.72388,98825.31,0.0,0.0,0.0,6.7668343,0.6910378,1478.6917
2004-08-30,25.74,80.18,0,0001,300.0083,98819.44,0.0,0.0,0.0,6.546756,0.41811603,1244.779
2004-08-31,25.74,80.18,0,0001,300.68506,98871.44,0.0,0.0,0.0,6.5776024,-0.6339673,1964.8577
2004-09-01,25.74,80.18,0,0001,300.66772,98865.75,0.0,0.0,0.0,6.4715977,-0.35241348,1899.2795
2004-09-02,25.74,80.18,0,0001,300.43286,99056.69,0.0,0.0,0.0,5.3007994,-1.6067877,
2004-09-03,25.74,80.18,0,0001,300.50757,99189.31,0.0,0.0,0.0,6.473406,-0.2342366,
2004-09-04,25.74,80.18,0,0001,299.64746,99048.69,0.0,0.0,0.0,6.207958,-0.83660555,11184.648
2004-09-05,25.74,80.18,0,0001,300.17627,98957.19,0.0,0.0,0.0,5.0690136,-2.871873,
2004-09-06,25.74,80.18,0,0001,299.6919,98970.19,0.0,0.0,0.0,0.66687214,-1.5229015,
2004-09-07,25.74,80.18,0,0001,300.67065,98965.19,0.0,0.0,0.0,1.6848974,-1.7169552,
2004-09-08,25.74,80.18,0,0001,300.7046,98812.5,0.0,0.0,0.0,5.7568464,-0.6469939,
2004-09-09,25.74,80.18,0,0001,301.3047,98720.31,0.0,0.0,0.0,6.6161814,-1.1507359,14640.945
2004-09-10,25.74,80.18,0,0001,301.12793,98832.69,0.0,0.0,0.0,6.078253,-0.7706914,
2004-09-11,25.74,80.18,0,0001,300.81543,98807.0,1.3614543e-05,2.9174016e-06,1.0,1.3814306,-2.2311049,1621.5706
2004-09-12,25.74,80.18,0,0001,300.35303,98864.375,0.0,1.5747025e-07,1.0,-0.93123525,0.78239644,1057.0359
2004-09-13,25.74,80.18,0,0001,299.9524,99218.375,0.0,0.0,0.0,1.1199102,0.9195553,1583.3499
2004-09-14,25.74,80.18,0,0001,300.4016,99330.94,0.0,5.161969e-06,1.0,4.1913033,2.256297,1896.6113
2004-09-15,25.74,80.18,0,0001,296.8015,99222.69,1.6207787e-07,0.00021080184,1.0,0.69722956,0.3071488,1636.9329
2004-09-16,25.74,80.18,0,0001,299.031,99235.0,0.0,0.0,0.0,0.43292886,0.36183894,1662.7485
2004-09-17,25.74,80.18,0,0001,299.1245,99373.375,0.0,0.0,0.0,0.7629937,-0.8514627,3367.787
2004-09-18,25.74,80.18,0,0001,299.12378,99358.375,7.844639e-06,6.676288e-08,0.0,-1.3192673,0.13070047,1024.689
2004-09-19,25.74,80.18,0,0001,299.47632,99157.56,0.0,0.0,0.0,-2.9316673,-2.4375792,915.3557
2004-09-20,25.74,80.18,0,0001,298.7224,99221.19,0.00048715994,9.699264e-06,1.0,-3.2918606,-3.9352121,203.94872
2004-09-21,25.74,80.18,0,0001,298.50977,99093.875,0.00032899342,0.00084974105,1.0,-8.797036,0.7738831,308.3313
2004-09-22,25.74,80.18,0,0001,298.9685,99109.69,1.1165057e-06,4.872237e-06,1.0,1.0630741,7.123312,447.00342
2004-09-23,25.74,80.18,0,0001,298.38354,99440.56,0.0,8.582782e-08,1.0,0.799134,-1.3034668,1204.5706
2004-09-24,25.74,80.18,0,0001,298.6836,99310.06,0.0,0.0,0.0,2.2931957,-1.6273842,1141.699
2004-09-25,25.74,80.18,0,0001,299.28735,99425.31,0.0,0.0,0.0,0.5457548,-0.73480153,
2004-09-26,25.74,80.18,0,0001,299.33325,99593.625,0.0,0.0,0.0,-0.011827391,-0.6850411,9741.379
2004-09-27,25.74,80.18,0,0001,296.78882,99571.625,0.0,0.0,0.0,3.339635,2.1420364,
2004-09-28,25.74,80.18,0,0001,297.10352,99372.5,0.0,0.0,0.0,4.099313,-0.10731155,9395.0625
2004-09-29,25.74,80.18,0,0001,298.6814,99328.75,0.0,0.0,0.0,-2.0733662,1.3960505,5858.1055
2004-09-30,25.74,80.18,0,0001,299.69556,99575.125,0.0,0.0,0.0,-0.84611726,0.14866048,
2004-10-01,25.74,80.18,0,0001,299.81738,99662.375,0.0,0.0,0.0,-1.4884996,0.4270152,1798.8652
2004-10-02,25.74,80.18,0,0001,298.92725,99612.44,0.0,0.0,0.0,-2.2616882,2.522294,2875.5703
2004-10-03,25.74,80.18,0,0001,298.69165,99557.125,0.0,0.0,1.0,-4.928377,-0.94589853,748.13525
2004-10-04,25.74,80.18,0,0001,298.9607,99430.81,0.0,0.0,0.0,-3.9456558,-1.7760553,1370.9939
2004-10-05,25.74,80.18,0,0001,299.10815,99233.69,5.875134e-06,0.0,0.0,-3.2905989,-0.48177373,921.52686
2004-10-06,25.74,80.18,0,0001,299.27148,99310.875,0.0,3.290757e-07,1.0,-3.4461384,-1.3192616,1740.3115
2004-10-07,25.74,80.18,0,0001,299.19824,99235.125,1.5528101e-05,1.3352576e-07,1.0,-2.4163322,-1.2891426,915.59326
2004-10-08,25.74,80.18,0,0001,297.6328,99208.44,0.0,0.0,0.0,2.360157,3.576044,2051.2185
2004-10-09,25.74,80.18,0,0001,297.2793,99423.31,0.0,0.0,0.0,3.846818,2.3151913,
2004-10-10,25.74,80.18,0,0001,296.77466,99644.375,0.0,0.0,0.0,3.259759,1.3012466,2460.4016
2004-10-11,25.74,80.18,0,0001,298.33667,99689.69,0.0,0.0,0.0,1.3717356,3.8917828,2331.3555
2004-10-12,25.74,80.18,0,0001,296.22705,99899.25,0.0,1.0014429e-07,1.0,-0.32987672,-2.6574984,730.30493
2004-10-13,25.74,80.18,0,0001,294.51636,100039.25,0.0,0.0,0.0,-1.5695686,-3.2257757,750.4651
2004-10-14,25.74,80.18,0,0001,294.5869,100023.69,0.0,0.0,0.0,2.8396435,-2.037425,
2004-10-15,25.74,80.18,0,0001,292.47412,100049.375,0.0,0.0,0.0,1.211894,-2.6930666,
2004-10-16,25.74,80.18,0,0001,292.28638,99987.31,0.0,0.0,0.0,3.6208763,-1.0386534,
