valid_time,latitude,longitude,number,expver,t2m,sp,lsrr,ptype,u100,v100,cbh
1983-08-27,25.74,80.18,0,0001,300.021,98812.875,0.0,0.0,5.623211,0.7711997,1946.7092
1983-08-28,25.74,80.18,0,0001,300.30713,98695.625,9.577789e-09,0.0,4.2141104,-0.28618717,1551.115
1983-08-29,25.74,80.18,0,0001,300.89502,98697.31,1.1642041e-06,1.0,-0.13353217,-2.1766691,183.69975
1983-08-30,25.74,80.18,0,0001,300.7932,98798.25,1.7260836e-06,1.0,-3.2013817,-1.2436752,278.26807
1983-08-31,25.74,80.18,0,0001,301.50342,98821.125,0.0,0.0,-0.8329544,-1.0122166,1042.9761
1983-09-01,25.74,80.18,0,0001,300.75928,98798.625,5.5824836e-07,1.0,-4.490237,1.7724857,113.372955
1983-09-02,25.74,80.18,0,0001,300.39038,99009.125,3.5897792e-06,1.0,-5.6686907,1.0993223,308.77563
1983-09-03,25.74,80.18,0,0001,300.88306,98922.31,1.067363e-05,1.0,-4.4321623,-1.0804062,339.22876
1983-09-04,25.74,80.18,0,0001,300.1006,98928.81,9.577789e-09,1.0,-2.497573,-0.75710887,80.86774
1983-09-05,25.74,80.18,0,0001,300.31665,98952.375,9.080808e-06,1.0,3.8965797,-1.9812536,269.8003
1983-09-06,25.74,80.18,0,0001,299.49536,98725.625,0.00017373289,1.0,1.5800714,-2.6126003,68.366516
1983-09-07,25.74,80.18,0,0001,299.52954,98757.5,9.651153e-06,1.0,1.520133,-2.3621235,363.62207
1983-09-08,25.74,80.18,0,0001,299.52222,98596.31,4.7888946e-09,1.0,-2.110196,-4.681471,248.48723
1983-09-09,25.74,80.18,0,0001,299.58643,98249.56,0.0002874406,1.0,-6.2314997,-1.7384615,32.30597
1983-09-10,25.74,80.18,0,0001,298.6255,98179.31,0.00041842926,1.0,7.111039,5.664564,36.670425
1983-09-11,25.74,80.18,0,0001,298.90283,98753.75,0.00013391912,1.0,6.8961353,6.304446,702.47266
1983-09-12,25.74,80.18,0,0001,299.07007,99188.5,9.825015e-06,1.0,3.3523388,1.064332,1735.1367
1983-09-13,25.74,80.18,0,0001,299.49512,99153.69,1.14420345e-07,1.0,4.4895105,-0.44953674,
1983-09-14,25.74,80.18,0,0001,300.59448,99019.56,0.0,0.0,4.916732,-0.3797744,1684.3145
1983-09-15,25.74,80.18,0,0001,300.13013,98877.94,3.926894e-07,1.0,-2.4366188,-0.7853614,1511.4355
1983-09-16,25.74,80.18,0,0001,298.88257,98863.25,7.294411e-07,1.0,-2.17037,-2.9887972,564.8718
1983-09-17,25.74,80.18,0,0001,299.31567,98840.81,2.1791693e-06,1.0,-1.3412228,-2.4820204,657.33594
1983-09-18,25.74,80.18,0,0001,300.35205,98742.69,1.1680168e-06,1.0,-0.48849964,-3.8002977,297.46094
1983-09-19,25.74,80.18,0,0001,298.6609,98572.69,0.00072317966,1.0,-1.0141516,-5.9855366,32.707047
1983-09-20,25.74,80.18,0,0001,299.47754,98877.94,3.8311164e-08,1.0,2.9621935,-2.2118711,302.9331
1983-09-21,25.74,80.18,0,0001,299.60083,98957.31,0.0,0.0,0.4396125,-1.2365999,36.8618
1983-09-22,25.74,80.18,0,0001,299.89355,98925.31,0.0,1.0,-2.7608957,-0.70938426,723.76855
1983-09-23,25.74,80.18,0,0001,299.08862,99055.19,1.9981671e-06,1.0,-2.4857817,0.9273506,288.09204
1983-09-24,25.74,80.18,0,0001,298.05298,99218.25,0.0,1.0,-4.703722,1.7341375,110.06818
1983-09-25,25.74,80.18,0,0001,298.78857,99162.5,0.0,1.0,-3.2657375,0.6372206,783.5154
1983-09-26,25.74,80.18,0,0001,298.57617,98916.75,4.11993e-06,1.0,2.3535528,-1.0492067,75.73186
1983-09-27,25.74,80.18,0,0001,298.0017,98857.75,0.0,1.0,-1.2290878,-0.5912485,672.59106
1983-09-28,25.74,80.18,0,0001,299.0476,99119.44,7.3092406e-06,1.0,-3.8795958,1.4115076,461.08398
1983-09-29,25.74,80.18,0,0001,300.35498,99155.19,3.3419644e-07,1.0,-2.6117468,0.93178713,699.0022
1983-09-30,25.74,80.18,0,0001,298.86646,99304.06,7.6622314e-08,1.0,-0.6777136,-0.053808473,1189.48
1983-10-01,25.74,80.18,0,0001,299.3335,99131.0,1.9155578e-07,1.0,-0.033499826,-3.169837,590.35986
1983-10-02,25.74,80.18,0,0001,299.00684,98996.5,3.905325e-06,1.0,-2.1207218,0.49501932,125.83305
1983-10-03,25.74,80.18,0,0001,298.4148,99187.94,0.0,0.0,-1.7504234,-0.958558,173.79562
1983-10-04,25.74,80.18,0,0001,298.23706,99191.31,0.0,1.0,-2.103323,-2.7139816,572.66943
1983-10-05,25.74,80.18,0,0001,299.24512,99032.125,0.0,0.0,3.3376322,-2.5706358,
1983-10-06,25.74,80.18,0,0001,299.1416,99049.06,0.0,0.0,-1.5951653,-2.8424292,
1983-10-07,25.74,80.18,0,0001,301.45068,99202.56,0.0,1.0,-3.3064737,1.4783964,933.0825
1983-10-08,25.74,80.18,0,0001,301.10474,99277.25,1.373669e-06,1.0,-2.6408854,1.6875973,859.0322
1983-10-09,25.74,80.18,0,0001,297.74536,99297.94,5.873604e-05,1.0,-0.8252156,0.51684177,119.778305
1983-10-10,25.74,80.18,0,0001,298.9214,99286.75,1.8993305e-06,1.0,-3.1154823,1.0131855,159.22173
1983-10-11,25.74,80.18,0,0001,297.35913,99142.375,8.557364e-05,1.0,-3.3779688,2.0703802,443.2566
1983-10-12,25.74,80.18,0,0001,295.94897,99226.375,4.1578287e-06,1.0,5.222481,-0.9719466,230.90451
1983-10-13,25.74,80.18,0,0001,296.6106,99107.0,0.0,0.0,4.4436846,3.0485744,
1983-10-14,25.74,80.18,0,0001,296.41528,99179.875,0.0,0.0,4.136485,2.095789,
1983-10-15,25.74,80.18,0,0001,296.7959,99285.75,0.0,0.0,4.6570597,0.42246342,3490.594
1983-10-16,25.74,80.18,0,0001,294.18506,99201.5,0.0,0.0,4.9301634,-0.30252337,2332.8835
1983-10-17,25.74,80.18,0,0001,294.14917,99312.75,0.0,0.0,1.9510765,1.6905451,2163.1448
1983-10-18,25.74,80.18,0,0001,293.20898,99589.625,0.0,0.0,1.5007191,0.8579518,
1983-10-19,25.74,80.18,0,0001,292.6687,99704.69,0.0,0.0,0.49557382,1.0646429,
1983-10-20,25.74,80.18,0,0001,292.2202,99735.69,0.0,0.0,3.9690914,0.0771085,
1983-10-21,25.74,80.18,0,0001,291.28857,99694.625,0.0,0.0,4.2946863,-2.0846329,
1983-10-22,25.74,80.18,0,0001,290.65942,99743.0,0.0,0.0,3.0255527,-1.0425282,
1983-10-23,25.74,80.18,0,0001,292.55933,99735.625,0.0,0.0,4.2934504,1.8691406,
1983-10-24,25.74,80.18,0,0001,292.3672,99825.5,0.0,0.0,4.326808,-3.2397013,
1983-10-25,25.74,80.18,0,0001,290.01562,99884.125,0.0,0.0,5.5616474,-2.336132,
1983-10-26,25.74,80.18,0,0001,289.71777,99989.5,0.0,0.0,5.118391,-0.9376628,
1983-10-27,25.74,80.18,0,0001,289.13745,100181.31,0.0,0.0,3.0498362,-1.8429003,
1983-10-28,25.74,80.18,0,0001,289.8059,100072.625,0.0,0.0,3.3919773,-1.8798628,
1983-10-29,25.74,80.18,0,0001,288.93774,100037.69,0.0,0.0,2.9823914,-0.29401255,
1983-10-30,25.74,80.18,0,0001,289.55396,100152.06,0.0,0.0,3.0411863,-0.92330277,
1983-10-31,25.74,80.18,0,0001,289.06763,100322.375,0.0,0.0,3.2999868,-2.259447,1588.0503
1983-11-01,25.74,80.18,0,0001,289.5515,100232.75,0.0,0.0,4.029681,-1.6474419,1244.9836
1983-11-02,25.74,80.18,0,0001,290.24048,99965.375,0.0,0.0,5.879303,-0.7159231,1961.189
1983-11-03,25.74,80.18,0,0001,288.9265,99859.375,0.0,0.0,4.599103,2.3577766,
1983-11-04,25.74,80.18,0,0001,287.38184,99973.81,0.0,0.0,2.7368803,2.3949385,
1983-11-05,25.74,80.18,0,0001,288.06396,100165.25,0.0,0.0,1.1214085,3.9722137,
1983-11-06,25.74,80.18,0,0001,288.04053,100116.56,0.0,0.0,1.3197737,2.6211357,
1983-11-07,25.74,80.18,0,0001,288.33716,99910.06,0.0,0.0,4.6835747,-1.3375874,
1983-11-08,25.74,80.18,0,0001,287.12842,99842.25,0.0,0.0,3.1303816,-2.6437187,
1983-11-09,25.74,80.18,0,0001,286.41382,99841.19,0.0,0.0,2.6936712,-3.3834352,
1983-11-10,25.74,80.18,0,0001,286.84448,99656.56,0.0,0.0,5.545416,-0.5141897,
1983-11-11,25.74,80.18,0,0001,285.1294,99780.19,0.0,0.0,5.0522346,1.1155472,
1983-11-12,25.74,80.18,0,0001,286.11792,99937.94,0.0,0.0,4.216754,0.40930748,
1983-11-13,25.74,80.18,0,0001,287.0962,100072.625,0.0,0.0,3.6676464,-1.4293098,
1983-11-14,25.74,80.18,0,0001,285.16797,100094.94,0.0,0.0,4.760334,-0.6161833,
1983-11-15,25.74,80.18,0,0001,284.86377,100064.875,0.0,0.0,4.0706797,-0.7098891,
1983-11-16,25.74,80.18,0,0001,285.7588,100188.94,0.0,0.0,1.9395847,-1.3721876,
1983-11-17,25.74,80.18,0,0001,286.99512,100256.5,0.0,0.0,3.7255316,0.6566878,
1983-11-18,25.74,80.18,0,0001,286.19482,100150.25,0.0,0.0,4.7751064,0.31485486,
1983-11-19,25.74,80.18,0,0001,287.08496,100152.69,0.0,0.0,4.5452967,0.9743318,
1983-11-20,25.74,80.18,0,0001,285.72656,100369.81,0.0,0.0,2.2408333,0.15090668,
1983-11-21,25.74,80.18,0,0001,285.03638,100447.81,0.0,0.0,2.3287,0.7490593,
1983-11-22,25.74,80.18,0,0001,283.32104,100246.25,0.0,0.0,3.092102,-0.9575397,
1983-11-23,25.74,80.18,0,0001,284.25903,100377.5,0.0,0.0,3.648758,-2.2913275,
1983-11-24,25.74,80.18,0,0001,286.18994,100479.56,0.0,0.0,4.3228083,0.0997262,
1983-11-25,25.74,80.18,0,0001,287.04517,100469.94,0.0,0.0,3.4876757,-0.691547,
1983-11-26,25.74,80.18,0,0001,284.54346,100504.875,0.0,0.0,2.8224735,-0.19919378,
1983-11-27,25.74,80.18,0,0001,283.146,100615.25,0.0,0.0,2.2325916,-0.72900105,
1983-11-28,25.74,80.18,0,0001,283.03296,100669.625,0.0,0.0,2.1178102,-0.36802834,
1983-11-29,25.74,80.18,0,0001,282.99194,100562.81,0.0,0.0,2.6008024,-1.4263277,
1983-11-30,25.74,80.18,0,0001,285.26855,100599.31,0.0,0.0,3.5064688,-2.2764244,1347.1482
1983-12-01,25.74,80.18,0,0001,284.13208,100517.31,0.0,0.0,3.2876558,-1.7357807,
1983-12-02,25.74,80.18,0,0001,287.3169,100470.31,0.0,0.0,-1.3480539,0.7262167,
1983-12-03,25.74,80.18,0,0001,285.9851,100510.25,0.0,0.0,-3.782672,0.6829304,2052.0874
1983-12-04,25.74,80.18,0,0001,286.354,100700.5,0.0,0.0,-2.2283564,-0.67538726,2482.161
1983-12-05,25.74,80.18,0,0001,283.99268,100678.94,0.0,0.0,3.8910074,-2.324874,
1983-12-06,25.74,80.18,0,0001,284.32324,100631.81,0.0,0.0,5.666868,-1.2452126,
1983-12-07,25.74,80.18,0,0001,282.51636,100475.31,0.0,0.0,5.293049,-1.397831,
1983-12-08,25.74,80.18,0,0001,281.9109,100476.44,0.0,0.0,3.1695862,-1.3952665,
1983-12-09,25.74,80.18,0,0001,281.84375,100386.0,0.0,0.0,2.2519493,0.25604534,8731.18
1983-12-10,25.74,80.18,0,0001,281.57324,100427.375,0.0,0.0,2.6712055,-1.7641821,
1983-12-11,25.74,80.18,0,0001,282.42554,100369.69,0.0,0.0,2.5839252,-1.1822281,
1983-12-12,25.74,80.18,0,0001,281.29224,100268.625,0.0,0.0,2.145402,-1.1513548,
1983-12-13,25.74,80.18,0,0001,281.8391,100231.69,0.0,0.0,1.4398499,0.5839337,
1983-12-14,25.74,80.18,0,0001,281.3108,100346.81,0.0,0.0,-4.1236467,1.2897615,
1983-12-15,25.74,80.18,0,0001,284.28662,100363.375,0.0,0.0,-1.7658873,-0.40005922,
1983-12-16,25.74,80.18,0,0001,281.85864,100200.06,0.0,0.0,2.2777138,0.4089917,
1983-12-17,25.74,80.18,0,0001,283.92603,100096.375,0.0,0.0,2.4724827,1.9400291,
1983-12-18,25.74,80.18,0,0001,287.44507,100032.875,0.0,0.0,1.6831722,1.1345291,2715.5637
1983-12-19,25.74,80.18,0,0001,288.27368,99931.44,0.0,0.0,-0.55632186,5.9733725,2312.3193
1983-12-20,25.74,80.18,0,0001,285.24365,99969.875,0.0,0.0,-3.1953192,1.163394,2369.2993
1983-12-21,25.74,80.18,0,0001,287.8142,99985.5,0.0,0.0,-2.1501455,-4.8831253,2313.534
1983-12-22,25.74,80.18,0,0001,289.01904,100035.44,0.0,0.0,-1.4419861,-3.3969393,2307.8345
1983-12-23,25.74,80.18,0,0001,288.79468,100031.94,0.0,0.0,-0.34923667,-4.341632,2479.739
1983-12-24,25.74,80.18,0,0001,285.54736,100091.625,0.0,0.0,1.0157766,-3.667756,
1983-12-25,25.74,80.18,0,0001,286.40308,100004.69,0.0,0.0,-4.697706,4.5990543,3355.8127
1983-12-26,25.74,80.18,0,0001,288.0244,99567.5,0.0,0.0,4.751808,3.1118774,
1983-12-27,25.74,80.18,0,0001,285.22583,99674.0,0.0,0.0,4.781171,-1.5231419,2056.3757
1983-12-28,25.74,80.18,0,0001,281.57788,99783.06,0.0,0.0,6.2493887,-0.0058338046,
1983-12-29,25.74,80.18,0,0001,281.2173,100124.75,0.0,0.0,-3.3224192,2.0042572,
1983-12-30,25.74,80.18,0,0001,282.4214,100147.625,0.0,0.0,-2.415639,0.53344375,
1983-12-31,25.74,80.18,0,0001,281.9431,100115.25,0.0,0.0,2.4603758,-1.1797323,
1984-01-01,25.74,80.18,0,0001,281.73926,100340.0,0.0,0.0,-4.5731764,1.5620594,
1984-01-02,25.74,80.18,0,0001,285.9038,100167.81,0.0,0.0,-4.750497,-3.4320612,1944.4634
1984-01-03,25.74,80.18,0,0001,281.35425,100441.75,0.0,0.0,3.72305,-2.4578772,
1984-01-04,25.74,80.18,0,0001,282.70166,100487.31,0.0,0.0,0.6960527,1.9026899,
1984-01-05,25.74,80.18,0,0001,284.48462,100283.94,0.0,0.0,-1.088603,-0.42036688,1168.6394
1984-01-06,25.74,80.18,0,0001,285.34106,100241.875,0.0,0.0,-4.1745415,0.21785575,1612.0559
1984-01-07,25.74,80.18,0,0001,284.8291,100338.44,0.0,0.0,-0.9812794,-2.961401,1219.677
1984-01-08,25.74,80.18,0,0001,283.55103,100498.25,0.0,0.0,-1.8282728,-4.4134083,3586.6738
1984-01-09,25.74,80.18,0,0001,283.50317,100451.69,0.0,0.0,0.85096675,-4.519326,10977.73
1984-01-10,25.74,80.18,0,0001,287.41602,100209.875,0.0,0.0,-1.780817,-2.6496687,1319.1074
1984-01-11,25.74,80.18,0,0001,284.59302,100333.75,0.0,0.0,-1.3897514,-2.7471094,1145.5957
1984-01-12,25.74,80.18,0,0001,286.96777,100270.56,0.0,0.0,0.53400344,-0.43747944,2154.5242
1984-01-13,25.74,80.18,0,0001,288.19727,99974.69,0.0,0.0,-3.9106379,1.3302603,2096.323
1984-01-14,25.74,80.18,0,0001,288.70825,99693.375,0.0,0.0,1.4391813,-4.397094,718.29614
1984-01-15,25.74,80.18,0,0001,288.5381,99744.75,0.0,0.0,-3.5631533,-0.45208514,982.8911
1984-01-16,25.74,80.18,0,0001,289.5476,99471.31,2.9949424e-06,1.0,-1.392292,2.1458998,487.27856
1984-01-17,25.74,80.18,0,0001,282.24658,99940.81,0.0,0.0,4.9340696,-2.0781841,
1984-01-18,25.74,80.18,0,0001,281.11035,99647.875,0.0,0.0,5.837103,0.8577726,
1984-01-19,25.74,80.18,0,0001,283.886,99518.19,0.0,0.0,-4.0839434,2.8136673,
1984-01-20,25.74,80.18,0,0001,283.1587,99629.125,0.0,0.0,-0.25275594,1.0783596,
1984-01-21,25.74,80.18,0,0001,282.4917,99809.06,0.0,0.0,-1.2036667,-4.285095,
1984-01-22,25.74,80.18,0,0001,283.73853,99705.44,0.0,0.0,-4.8108406,-1.1617365,2635.2673
1984-01-23,25.74,80.18,0,0001,284.88867,99789.69,0.0,0.0,-0.46133345,-3.5800638,2305.1438
1984-01-24,25.74,80.18,0,0001,282.98022,100117.44,0.0,0.0,0.77679324,-4.2644596,1914.6245
1984-01-25,25.74,80.18,0,0001,282.30298,100125.375,0.0,0.0,-1.7454128,-3.5508633,
1984-01-26,25.74,80.18,0,0001,284.30005,100192.69,0.0,0.0,-0.84932244,-4.5355186,1629.1826
1984-01-27,25.74,80.18,0,0001,283.5913,100161.19,0.0,0.0,-0.12280458,-2.994442,
1984-01-28,25.74,80.18,0,0001,280.70703,100094.125,0.0,0.0,3.4762325,-4.4398165,
1984-01-29,25.74,80.18,0,0001,280.6045,99996.19,0.0,0.0,3.843027,-2.6092434,
1984-01-30,25.74,80.18,0,0001,279.47192,100012.5,0.0,0.0,3.7085562,-2.290268,
1984-01-31,25.74,80.18,0,0001,280.94458,100054.875,0.0,0.0,-0.6186187,0.47310716,
1984-02-01,25.74,80.18,0,0001,285.761,99850.125,0.0,0.0,-4.6276703,2.1509275,
1984-02-02,25.74,80.18,0,0001,286.8086,99640.81,0.0,0.0,-3.1037006,1.0057564,2626.3782
1984-02-03,25.74,80.18,0,0001,292.1333,99545.0,0.0,0.0,-2.4039803,3.9821053,85.80765
1984-02-04,25.74,80.18,0,0001,284.38013,99809.31,0.0,1.0,3.0306826,-3.2200222,
1984-02-05,25.74,80.18,0,0001,284.11377,99927.0,0.0,0.0,2.514492,-6.792824,
1984-02-06,25.74,80.18,0,0001,282.25513,100039.75,0.0,0.0,1.5651484,-3.4244251,
1984-02-07,25.74,80.18,0,0001,279.93335,99821.75,0.0,0.0,-2.7658405,-0.12718278,5208.914
1984-02-08,25.74,80.18,0,0001,284.9878,99739.31,0.0,0.0,0.6958236,-0.49970478,1576.5366
1984-02-09,25.74,80.18,0,0001,283.27466,99819.44,0.0,0.0,5.1152515,-0.08563542,
1984-02-10,25.74,80.18,0,0001,283.2046,99685.94,0.0,0.0,-3.594942,1.5699024,
1984-02-11,25.74,80.18,0,0001,287.26343,99530.125,0.0,1.0,-7.5807858,-0.7355103,2206.807
1984-02-12,25.74,80.18,0,0001,283.66846,100176.25,0.0,1.0,0.21411467,-1.3910017,30.76889
1984-02-13,25.74,80.18,0,0001,284.44165,100300.0,0.0,0.0,3.110505,-4.917451,1329.5405
1984-02-14,25.74,80.18,0,0001,283.3291,100291.5,0.0,0.0,0.46860385,-0.31186563,
1984-02-15,25.74,80.18,0,0001,283.38892,100150.81,0.0,0.0,0.44985163,1.270752,
1984-02-16,25.74,80.18,0,0001,283.4541,100000.19,0.0,0.0,-4.5875044,1.1170797,
1984-02-17,25.74,80.18,0,0001,288.38232,99753.5,0.0,0.0,-2.9370747,5.0925426,1677.543
1984-02-18,25.74,80.18,0,0001,289.2627,99633.125,3.996174e-06,1.0,-5.732602,4.963237,732.15674
1984-02-19,25.74,80.18,0,0001,291.00952,99501.94,0.0,0.0,-4.6247168,4.213766,619.77783
1984-02-20,25.74,80.18,0,0001,289.9585,99597.81,0.0,1.0,-3.5713673,4.087409,45.06302
1984-02-21,25.74,80.18,0,0001,289.0918,99758.06,1.7828561e-06,1.0,3.2905989,-3.3389683,6902.383
1984-02-22,25.74,80.18,0,0001,282.8357,100253.81,0.0,0.0,5.129817,-6.031955,
1984-02-23,25.74,80.18,0,0001,280.8921,100275.375,0.0,0.0,5.8264275,-2.5721254,
1984-02-24,25.74,80.18,0,0001,280.6006,100298.56,0.0,0.0,2.718073,-5.466707,
1984-02-25,25.74,80.18,0,0001,279.28418,100376.875,0.0,0.0,3.788025,-4.3595257,
1984-02-26,25.74,80.18,0,0001,280.16064,100262.75,0.0,0.0,5.0981455,-3.1638212,
1984-02-27,25.74,80.18,0,0001,281.89062,100139.375,0.0,0.0,5.311202,-4.2576113,
1984-02-28,25.74,80.18,0,0001,283.96875,100088.5,0.0,0.0,7.02295,-0.9036993,
1984-02-29,25.74,80.18,0,0001,285.96802,100090.25,0.0,0.0,6.967532,-1.1255808,
1984-03-01,25.74,80.18,0,0001,287.21753,100043.69,0.0,0.0,7.6670227,-2.8047934,
1984-03-02,25.74,80.18,0,0001,286.70044,100063.25,0.0,0.0,6.709922,-2.1855536,
1984-03-03,25.74,80.18,0,0001,285.0415,99996.5,0.0,0.0,5.489916,-2.4457684,
1984-03-04,25.74,80.18,0,0001,286.7622,99887.81,0.0,0.0,4.560832,0.07505453,
1984-03-05,25.74,80.18,0,0001,288.22778,99754.875,0.0,0.0,3.742322,-3.3641605,
1984-03-06,25.74,80.18,0,0001,285.61792,99600.31,0.0,0.0,4.8965044,-2.0856686,
1984-03-07,25.74,80.18,0,0001,285.69434,99674.625,0.0,0.0,2.6565437,-1.0455828,
1984-03-08,25.74,80.18,0,0001,286.38013,99592.19,0.0,0.0,5.3837833,-2.8234072,
1984-03-09,25.74,80.18,0,0001,289.38428,99409.75,0.0,0.0,6.993252,-3.0157547,
1984-03-10,25.74,80.18,0,0001,288.41626,99355.0,0.0,0.0,4.9289274,-0.570016,
1984-03-11,25.74,80.18,0,0001,290.0066,99305.81,0.0,0.0,0.9247289,6.4504776,
1984-03-12,25.74,80.18,0,0001,292.82495,99190.0,0.0,0.0,0.499435,6.4506445,
1984-03-13,25.74,80.18,0,0001,292.98877,99243.06,0.0,0.0,1.3776522,3.1186905,
1984-03-14,25.74,80.18,0,0001,292.60083,99304.94,0.0,0.0,0.8922749,1.0032349,
1984-03-15,25.74,80.18,0,0001,290.98218,99592.94,0.0,0.0,2.0538406,-3.2691374,
1984-03-16,25.74,80.18,0,0001,291.35815,99684.19,0.0,0.0,2.8093681,0.41602337,9501.867
1984-03-17,25.74,80.18,0,0001,292.9602,99768.625,0.0,0.0,3.9813938,-2.1326733,
1984-03-18,25.74,80.18,0,0001,292.22754,99438.44,0.0,0.0,5.068411,-0.25311404,6846.133
1984-03-19,25.74,80.18,0,0001,293.636,99559.94,0.0,0.0,6.9694576,-4.407564,
1984-03-20,25.74,80.18,0,0001,288.83057,99846.5,0.0,0.0,5.828123,-2.4775314,
1984-03-21,25.74,80.18,0,0001,288.04297,99816.75,0.0,0.0,6.6423388,-0.8162763,
1984-03-22,25.74,80.18,0,0001,290.3706,99686.0,0.0,0.0,4.1597033,-0.78234917,
1984-03-23,25.74,80.18,0,0001,290.78613,99537.875,0.0,0.0,0.82220733,1.7733297,
1984-03-24,25.74,80.18,0,0001,294.63477,99368.0,0.0,0.0,-1.2689342,3.061182,
1984-03-25,25.74,80.18,0,0001,293.7024,99195.94,0.0,0.0,-0.925653,4.6336956,8320.148
1984-03-26,25.74,80.18,0,0001,294.29663,99122.375,0.0,0.0,-2.0545206,3.9569693,10216.809
1984-03-27,25.74,80.18,0,0001,292.24097,99542.19,0.0,0.0,4.8721046,-1.8043356,
1984-03-28,25.74,80.18,0,0001,292.0454,99651.0,0.0,0.0,3.0380888,0.37804073,
1984-03-29,25.74,80.18,0,0001,294.52197,99511.75,0.0,0.0,3.7102861,-0.33718312,
1984-03-30,25.74,80.18,0,0001,295.7732,99078.44,0.0,0.0,5.1548347,-0.083685756,
1984-03-31,25.74,80.18,0,0001,295.23315,99161.625,0.0,0.0,1.3332157,-3.1693678,
1984-04-01,25.74,80.18,0,0001,297.292,99250.75,0.0,0.0,1.3546438,1.2503176,7929.1445
1984-04-02,25.74,80.18,0,0001,295.79346,99034.125,0.0,0.0,2.2518415,3.1865587,
1984-04-03,25.74,80.18,0,0001,297.82935,99015.625,0.0,0.0,1.7884331,-3.5062695,5026.4844
1984-04-04,25.74,80.18,0,0001,297.90625,99015.44,0.0,0.0,-1.3265324,0.4444118,4243.2617
1984-04-05,25.74,80.18,0,0001,295.34497,99178.19,0.0,0.0,-0.5369295,-6.621956,4228.7812
1984-04-06,25.74,80.18,0,0001,295.7583,99180.31,0.0,0.0,-1.4529333,-3.0793705,
1984-04-07,25.74,80.18,0,0001,295.6372,98892.625,0.0,0.0,-3.977747,0.37031877,4239.1055
1984-04-08,25.74,80.18,0,0001,293.33325,98966.125,0.0,0.0,-2.8721256,-2.724393,
1984-04-09,25.74,80.18,0,0001,297.77588,99224.69,0.0,0.0,-2.5838013,2.2598352,4790.3047
1984-04-10,25.74,80.18,0,0001,295.53882,99510.81,0.0,0.0,4.8572063,-2.9815407,
1984-04-11,25.74,80.18,0,0001,293.12378,99783.44,0.0,0.0,1.5758266,1.1482162,
1984-04-12,25.74,80.18,0,0001,292.54907,99600.25,0.0,0.0,3.4989576,0.005643185,
1984-04-13,25.74,80.18,0,0001,293.7373,99313.75,0.0,0.0,5.0511856,1.5553875,
1984-04-14,25.74,80.18,0,0001,296.8069,99261.75,0.0,0.0,3.2988243,3.1378136,
1984-04-15,25.74,80.18,0,0001,297.13745,98990.69,0.0,0.0,4.5529337,-0.27522576,
1984-04-16,25.74,80.18,0,0001,299.16162,98839.56,0.0,0.0,5.503337,4.1153526,
1984-04-17,25.74,80.18,0,0001,301.29736,98984.06,0.0,0.0,0.4654883,-4.8458576,4839.5586
1984-04-18,25.74,80.18,0,0001,298.59717,98981.25,0.0,0.0,2.1703854,-4.1048393,
1984-04-19,25.74,80.18,0,0001,298.03247,98772.75,0.0,0.0,1.519989,-5.7239513,
1984-04-20,25.74,80.18,0,0001,297.02148,98642.44,0.0,0.0,-1.1584587,0.89339864,8119.625
1984-04-21,25.74,80.18,0,0001,300.7749,98779.94,0.0,0.0,6.127387,3.7956867,7423.664
1984-04-22,25.74,80.18,0,0001,297.1377,99139.375,0.0,0.0,-6.1897507,1.5832243,5319.5195
1984-04-23,25.74,80.18,0,0001,296.20752,99326.56,0.0,0.0,-5.1067963,3.1223097,4319.7656
1984-04-24,25.74,80.18,0,0001,295.82593,99332.25,0.0,0.0,-2.4002905,2.1538439,4203.246
1984-04-25,25.74,80.18,0,0001,297.8982,99085.31,0.0,0.0,-2.4644642,0.69878155,
1984-04-26,25.74,80.18,0,0001,297.7068,98930.56,0.0,0.0,1.8992844,6.0302525,
1984-04-27,25.74,80.18,0,0001,299.47046,98772.75,0.0,0.0,4.1628075,2.0149927,4560.0117
1984-04-28,25.74,80.18,0,0001,299.77148,98623.25,0.0,0.0,5.888006,2.6800356,
1984-04-29,25.74,80.18,0,0001,299.07935,98490.56,0.0,0.0,3.751504,2.6248121,
1984-04-30,25.74,80.18,0,0001,298.79956,98664.5,0.0,0.0,4.070676,-0.3177054,
1984-05-01,25.74,80.18,0,0001,296.61035,98999.56,0.0,0.0,4.007992,-3.6922684,
1984-05-02,25.74,80.18,0,0001,298.49414,98937.19,0.0,0.0,6.3790636,-3.7113657,
1984-05-03,25.74,80.18,0,0001,297.26538,98923.0,0.0,0.0,5.314355,-0.4365818,
1984-05-04,25.74,80.18,0,0001,298.73657,98964.81,0.0,0.0,6.6724434,0.6378683,
1984-05-05,25.74,80.18,0,0001,297.95117,98949.31,0.0,0.0,6.441245,-0.59809387,
1984-05-06,25.74,80.18,0,0001,301.62378,98753.31,0.0,0.0,6.793968,0.21677208,
1984-05-07,25.74,80.18,0,0001,301.44946,98492.69,0.0,0.0,7.7672977,-1.4248753,4018.733
1984-05-08,25.74,80.18,0,0001,302.4214,98735.5,0.0,0.0,-7.927473,1.1932077,
1984-05-09,25.74,80.18,0,0001,301.47144,98609.125,0.0,0.0,-4.4664717,1.9685774,4554.535
1984-05-10,25.74,80.18,0,0001,302.14746,98527.375,0.0,0.0,-7.9533873,0.7145684,
