valid_time,latitude,longitude,number,expver,tp,cp,lsp
1980-08-06,25.74,80.18,0,0001,4.773725e-06,3.217233e-06,1.3944136e-06
1980-08-07,25.74,80.18,0,0001,0.00273332,0.0021192627,0.0006139998
1980-08-08,25.74,80.18,0,0001,0.0032506138,0.0003734252,0.0028771218
1980-08-09,25.74,80.18,0,0001,0.00041765464,0.00029989565,0.000117472955
1980-08-10,25.74,80.18,0,0001,0.0011331644,0.0003440096,0.0007887732
1980-08-11,25.74,80.18,0,0001,0.0026459103,0.001285309,0.0013607538
1980-08-12,25.74,80.18,0,0001,0.0014660081,0.0012421419,0.00022392342
1980-08-13,25.74,80.18,0,0001,0.00082588405,0.0002464524,0.000579603
1980-08-14,25.74,80.18,0,0001,0.0003204774,0.00023970749,8.0541184e-05
1980-08-15,25.74,80.18,0,0001,1.2704735e-05,5.541615e-06,6.981886e-06
1980-08-16,25.74,80.18,0,0001,4.2142278e-07,2.873337e-07,1.3408908e-07
1980-08-17,25.74,80.18,0,0001,0.00017707316,0.00016973985,7.4382006e-06
1980-08-18,25.74,80.18,0,0001,0.0,0.0,0.0
1980-08-19,25.74,80.18,0,0001,0.0,0.0,0.0
1980-08-20,25.74,80.18,0,0001,0.0,0.0,0.0
1980-08-21,25.74,80.18,0,0001,0.0,0.0,0.0
1980-08-22,25.74,80.18,0,0001,0.0,0.0,0.0
1980-08-23,25.74,80.18,0,0001,2.6705152e-07,0.0,2.6705152e-07
1980-08-24,25.74,80.18,0,0001,0.0008358301,0.00068543083,0.0001507521
1980-08-25,25.74,80.18,0,0001,0.0019282147,0.0013152228,0.00061276276
1980-08-26,25.74,80.18,0,0001,0.0020010895,0.0009737571,0.001027666
1980-08-27,25.74,80.18,0,0001,0.0014828446,0.0010039199,0.0004787054
1980-08-28,25.74,80.18,0,0001,0.00036130706,0.00024473155,0.00011644172
1980-08-29,25.74,80.18,0,0001,0.00018336643,0.000103765284,7.999205e-05
1980-08-30,25.74,80.18,0,0001,0.0,0.0,0.0
1980-08-31,25.74,80.18,0,0001,0.0,0.0,0.0
1980-09-01,25.74,80.18,0,0001,0.0,0.0,0.0
1980-09-02,25.74,80.18,0,0001,2.0068683e-06,1.6207787e-07,2.0068683e-06
1980-09-03,25.74,80.18,0,0001,0.0005734465,0.00039276155,0.00018077061
1980-09-04,25.74,80.18,0,0001,6.6736204e-05,1.9166167e-05,4.7722715e-05
1980-09-05,25.74,80.18,0,0001,0.0006013606,0.0005363228,6.520933e-05
1980-09-06,25.74,80.18,0,0001,0.00084085786,0.00011834013,0.0007227466
1980-09-07,25.74,80.18,0,0001,0.001045865,0.00013339824,0.0009123045
1980-09-08,25.74,80.18,0,0001,0.0,0.0,0.0
1980-09-09,25.74,80.18,0,0001,2.9161747e-05,1.5038556e-05,1.4342455e-05
1980-09-10,25.74,80.18,0,0001,0.0,0.0,0.0
1980-09-11,25.74,80.18,0,0001,0.0,0.0,0.0
1980-09-12,25.74,80.18,0,0001,0.0,0.0,0.0
1980-09-13,25.74,80.18,0,0001,0.0,0.0,0.0
1980-09-14,25.74,80.18,0,0001,0.0,0.0,0.0
1980-09-15,25.74,80.18,0,0001,0.0,0.0,0.0
1980-09-16,25.74,80.18,0,0001,0.0,0.0,0.0
1980-09-17,25.74,80.18,0,0001,0.0,0.0,0.0
1980-09-18,25.74,80.18,0,0001,0.000745422,0.00073398557,1.1503287e-05
1980-09-19,25.74,80.18,0,0001,0.001292615,0.0010195961,0.00027318066
1980-09-20,25.74,80.18,0,0001,0.0055158436,0.00018815085,0.005327683
1980-09-21,25.74,80.18,0,0001,0.0,0.0,0.0
1980-09-22,25.74,80.18,0,0001,4.674343e-05,4.4693603e-05,2.2690901e-06
1980-09-23,25.74,80.18,0,0001,2.9270159e-05,2.7877395e-05,1.3927629e-06
1980-09-24,25.74,80.18,0,0001,0.0,0.0,0.0
1980-09-25,25.74,80.18,0,0001,0.0,0.0,0.0
1980-09-26,25.74,80.18,0,0001,0.0,0.0,0.0
1980-09-27,25.74,80.18,0,0001,0.0,0.0,0.0
1980-09-28,25.74,80.18,0,0001,0.0,0.0,0.0
1980-09-29,25.74,80.18,0,0001,0.0,0.0,0.0
1980-09-30,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-01,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-02,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-03,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-04,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-05,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-06,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-07,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-08,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-09,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-10,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-11,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-12,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-13,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-14,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-15,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-16,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-17,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-18,25.74,80.18,0,0001,4.2140246e-06,4.2140246e-06,0.0
1980-10-19,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-20,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-21,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-22,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-23,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-24,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-25,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-26,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-27,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-28,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-29,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-30,25.74,80.18,0,0001,0.0,0.0,0.0
1980-10-31,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-01,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-02,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-03,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-04,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-05,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-06,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-07,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-08,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-09,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-10,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-11,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-12,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-13,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-14,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-15,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-16,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-17,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-18,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-19,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-20,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-21,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-22,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-23,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-24,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-25,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-26,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-27,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-28,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-29,25.74,80.18,0,0001,0.0,0.0,0.0
1980-11-30,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-01,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-02,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-03,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-04,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-05,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-06,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-07,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-08,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-09,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-10,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-11,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-12,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-13,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-14,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-15,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-16,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-17,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-18,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-19,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-20,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-21,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-22,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-23,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-24,25.74,80.18,0,0001,0.00075952103,0.0005436023,0.00021556597
1980-12-25,25.74,80.18,0,0001,0.0001603009,0.00015988143,6.483116e-07
1980-12-26,25.74,80.18,0,0001,1.3352576e-07,0.0,1.3352576e-07
1980-12-27,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-28,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-29,25.74,80.18,0,0001,9.497869e-05,4.7597918e-05,4.7533264e-05
1980-12-30,25.74,80.18,0,0001,0.0,0.0,0.0
1980-12-31,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-01,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-02,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-03,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-04,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-05,25.74,80.18,0,0001,1.7838945e-05,1.7838945e-05,0.0
1981-01-06,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-07,25.74,80.18,0,0001,1.886618e-05,1.9085448e-05,0.0
1981-01-08,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-09,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-10,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-11,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-12,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-13,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-14,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-15,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-16,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-17,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-18,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-19,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-20,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-21,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-22,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-23,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-24,25.74,80.18,0,0001,0.0002575852,0.00025750883,0.0
1981-01-25,25.74,80.18,0,0001,0.00040773163,0.00039204606,1.5542406e-05
1981-01-26,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-27,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-28,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-29,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-30,25.74,80.18,0,0001,0.0,0.0,0.0
1981-01-31,25.74,80.18,0,0001,1.2757857e-05,1.2529016e-05,0.0
1981-02-01,25.74,80.18,0,0001,0.0,0.0,0.0
1981-02-02,25.74,80.18,0,0001,0.0,0.0,0.0
1981-02-03,25.74,80.18,0,0001,0.0,0.0,0.0
1981-02-04,25.74,80.18,0,0001,0.0,0.0,0.0
1981-02-05,25.74,80.18,0,0001,0.0,0.0,0.0
